baseline,mean_reward,std_reward,mean_milk_change,mean_energy,mean_comfort
no_action,29.84210130659216,4.362872761416687,10.43368104527373,0.0,0.8086841775549347
thi_threshold,28.55364295111079,0.7732468969572169,13.36851436088863,16.49,0.8388386912592565
cbt_threshold,34.50690565786828,0.7231792165625376,14.923924526294627,2.37,0.8455825471489022
combined,32.667524439810705,0.9401691658201164,14.274019551848571,6.489999999999997,0.8475210369984225
random,27.33855382847288,1.240518712874206,13.631663062778305,21.543000000000003,0.8404079485706072
RL (ppo),32.63599248999999,2.1852375320448596,,,
