baseline,mean_reward,std_reward,mean_milk_change,mean_energy,mean_comfort
no_action,31.007357453411846,4.448158937084308,11.36588596272948,0.0,0.8183946454450985
thi_threshold,28.559277059590258,0.766704988568303,13.353021647672206,16.42,0.8388439754965854
cbt_threshold,34.58330230618335,0.8499134974051563,14.988241844946684,2.38,0.846210852551528
combined,32.575907539479736,1.0171990560687167,14.187566031583788,6.425999999999998,0.8465058961623311
random,27.476508502092383,1.339551270744139,13.713166801673909,21.404000000000007,0.8410225708507698
